id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_crm_hh_ehc_material_booking_user,name_crm_hh_ehc_material_booking_user,model_crm_hh_ehc_material_booking,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_patient_user,name_crm_hh_ehc_patient_user,model_crm_hh_ehc_patient,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_service_user,name_crm_hh_ehc_service_user,model_crm_hh_ehc_service,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_faculty_user,name_crm_hh_ehc_faculty_user,model_crm_hh_ehc_faculty,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_medical_record_line_user,name_crm_hh_ehc_medical_record_line_user,model_crm_hh_ehc_medical_record_line,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_contract_group_exam_user,name_crm_hh_ehc_contract_group_exam_user,model_crm_hh_ehc_contract_group_exam,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_sale_medicine_user,name_crm_hh_ehc_sale_medicine_user,model_crm_hh_ehc_sale_medicine,crm_ehc.group_crm_ehc_user,1,0,0,0
access_crm_hh_ehc_map_utm_source_user,name_crm_hh_ehc_map_utm_source_user,model_crm_hh_ehc_map_utm_source,crm_ehc.group_crm_ehc_user,1,0,0,0

access_crm_hh_ehc_department_user_base,name_crm_hh_ehc_department_user_base,model_crm_hh_ehc_department,base.group_user,1,0,0,0
access_crm_hh_ehc_user_user_base,name_crm_hh_ehc_user_base,model_crm_hh_ehc_user,base.group_user,1,0,0,0
access_crm_hh_ehc_group_master_service_user_base,name_crm_hh_ehc_group_master_service_user_base,model_crm_hh_ehc_group_master_service,base.group_user,1,0,0,0
access_crm_hh_ehc_group_master_service_user_base,name_crm_hh_ehc_group_master_service_user_base,model_crm_hh_ehc_group_master_service,base.group_user,1,0,0,0
access_crm_hh_ehc_statement_payment_user_base,name_crm_hh_ehc_statement_payment_user_base,model_crm_hh_ehc_statement_payment,base.group_user,1,0,0,0
access_crm_hh_ehc_medical_record_user_base,name_crm_hh_ehc_medical_record_user_base,model_crm_hh_ehc_medical_record,base.group_user,1,0,0,0
access_crm_hh_ehc_material_booking_user_base,name_crm_hh_ehc_material_booking_user_base,model_crm_hh_ehc_material_booking,base.group_user,1,0,0,0
access_crm_hh_ehc_patient_user_base,name_crm_hh_ehc_patient_user_base,model_crm_hh_ehc_patient,base.group_user,1,0,0,0
access_crm_hh_ehc_service_user_base,name_crm_hh_ehc_service_user_base,model_crm_hh_ehc_service,base.group_user,1,0,0,0
access_crm_hh_ehc_faculty_user_base,name_crm_hh_ehc_faculty_user_base,model_crm_hh_ehc_faculty,base.group_user,1,0,0,0
access_crm_hh_ehc_medical_record_line_user_base,name_crm_hh_ehc_medical_record_line_user_base,model_crm_hh_ehc_medical_record_line,base.group_user,1,0,0,0
access_crm_hh_ehc_sale_medicine_user,name_crm_hh_ehc_sale_medicine_user,model_crm_hh_ehc_sale_medicine,base.group_user,1,0,0,0
access_crm_hh_ehc_sale_medicine_line_user,name_crm_hh_ehc_sale_medicine_line_user,model_crm_hh_ehc_sale_medicine_line,base.group_user,1,0,0,0
access_crm_hh_ehc_map_utm_source_user,name_crm_hh_ehc_map_utm_source_user,model_crm_hh_ehc_map_utm_source,base.group_user,1,0,0,0
